,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
10110,10114,NCGC00255874-01,IWZKICVEHNUQTL-UHFFFAOYSA-M,NCGC00255874-01,10114,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1ccccc1C(=O)O.[K+]
10111,10115,NCGC00255632-01,JHJLBTNAGRQEKS-UHFFFAOYSA-M,NCGC00255632-01,10115,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Br-].[Na+]
10112,10116,NCGC00258367-01,GYQBBRRVRKFJRG-UHFFFAOYSA-L,NCGC00258367-01,10116,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=P([O-])(O)OP(=O)([O-])O.[Na+].[Na+]
10113,10117,NCGC00256411-01,KHLVKKOJDHCJMG-QDBORUFSSA-L,NCGC00256411-01,10117,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
10114,10118,NCGC00255763-01,VNEBWJSWMVTSHK-UHFFFAOYSA-L,NCGC00255763-01,10118,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+]
10115,10119,NCGC00255666-01,FTZLWXQKVFFWLY-LLIZZRELSA-L,NCGC00255666-01,10119,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+]
10116,10120,NCGC00256291-01,IZBDXCRWFBOARU-CYWFPGEMSA-L,NCGC00256291-01,10120,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N.[Na+].[Na+]
10117,10121,NCGC00260334-01,SWPPXVFKWWEYSV-SERMZQFOSA-L,NCGC00260334-01,10121,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C.[Na+].[Na+]
10118,10123,NCGC00182030-01,FWRNIJIOFYDBES-ZQDFAFASSA-L,NCGC00182030-01,10123,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+]
10119,10124,NCGC00259325-01,SDCDTWFAOKXZHD-UHFFFAOYSA-L,NCGC00259325-01,10124,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]
10120,10125,NCGC00257101-01,SDCDTWFAOKXZHD-UHFFFAOYSA-L,NCGC00257101-01,10125,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+]
10121,10126,NCGC00260143-01,VWDWKYIASSYTQR-UHFFFAOYSA-N,NCGC00260143-01,10126,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])[O-].[Na+]
10122,10127,NCGC00254752-01,CNILNQMBAHKMFS-UHFFFAOYSA-M,NCGC00254752-01,10127,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1.[Na+]
10123,10128,NCGC00256954-01,FDRCDNZGSXJAFP-UHFFFAOYSA-M,NCGC00256954-01,10128,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CCl.[Na+]
10124,10129,NCGC00255312-01,JGFYQVQAXANWJU-UHFFFAOYSA-M,NCGC00255312-01,10129,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CF.[Na+]
10125,10130,NCGC00260289-01,VMHLLURERBWHNL-UHFFFAOYSA-M,NCGC00260289-01,10130,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)[O-].[Na+]
10126,10131,NCGC00259761-01,NESLWCLHZZISNB-UHFFFAOYSA-M,NCGC00259761-01,10131,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Na+].[O-]c1ccccc1
10127,10132,NCGC00259682-01,YZHUMGUJCQRKBT-UHFFFAOYSA-M,NCGC00259682-01,10132,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Na+].[O-][Cl+2]([O-])[O-]
10128,10133,NCGC00256359-01,UKLNMMHNWFDKNT-UHFFFAOYSA-M,NCGC00256359-01,10133,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Na+].[O-][Cl+][O-]
10129,10134,NCGC00254137-01,LPXPTNMVRIOKMN-UHFFFAOYSA-M,NCGC00254137-01,10134,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=N[O-].[Na+]
10130,10135,NCGC00255242-01,BWYYYTVSBPRQCN-UHFFFAOYSA-M,NCGC00255242-01,10135,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CS(=O)(=O)[O-].[Na+]
10131,10136,NCGC00259088-01,ZPWQALCOMQRMRK-UHFFFAOYSA-M,NCGC00259088-01,10136,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[Na+]
10132,10137,NCGC00254920-01,YWPOLRBWRRKLMW-UHFFFAOYSA-M,NCGC00254920-01,10137,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])c1ccc2ccccc2c1.[Na+]
10133,10138,NCGC00255589-01,QPCATMSYDLOGEE-UHFFFAOYSA-M,NCGC00255589-01,10138,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1.[Na+]
10134,10139,NCGC00255611-01,DIKJULDDNQFCJG-UHFFFAOYSA-M,NCGC00255611-01,10139,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCS(=O)(=O)[O-].[Na+]
10135,10140,NCGC00257781-01,LADXKQRVAFSPTR-UHFFFAOYSA-M,NCGC00257781-01,10140,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])CCO.[Na+]
10136,10141,NCGC00258051-01,DJGAAPFSPWAYTJ-UHFFFAOYSA-M,NCGC00258051-01,10141,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+]
10137,10142,NCGC00258647-01,UOULCEYHQNCFFH-UHFFFAOYSA-M,NCGC00258647-01,10142,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])CO.[Na+]
10138,10143,NCGC00255859-01,DZXBHDRHRFLQCJ-UHFFFAOYSA-M,NCGC00255859-01,10143,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COS(=O)(=O)[O-].[Na+]
10139,10144,NCGC00255572-01,WFRKJMRGXGWHBM-UHFFFAOYSA-M,NCGC00255572-01,10144,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCOS(=O)(=O)[O-].[Na+]
10140,10145,NCGC00259170-01,VGTPCRGMBIAPIM-UHFFFAOYSA-M,NCGC00259170-01,10145,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#C[S-].[Na+]
10141,10146,NCGC00259169-01,RZWQDAUIUBVCDD-UHFFFAOYSA-M,NCGC00259169-01,10146,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Na+].[S-]c1ccccc1
10142,10147,NCGC00257219-01,RZWQDAUIUBVCDD-UHFFFAOYSA-M,NCGC00257219-01,10147,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Na+].[S-]c1ccccc1
10143,10148,NCGC00256079-01,SZHIIIPPJJXYRY-UHFFFAOYSA-M,NCGC00256079-01,10148,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)CS(=O)(=O)[O-].[Na+]
10144,10149,NCGC00255495-01,DAEPDZWVDSPTHF-UHFFFAOYSA-M,NCGC00255495-01,10149,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)C(=O)[O-].[Na+]
10145,10150,NCGC00255556-01,KYITYFHKDODNCQ-UHFFFAOYSA-M,NCGC00255556-01,10150,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+]
10146,10151,NCGC00256852-01,GQTHJBOWLPZUOI-FJXQXJEOSA-M,NCGC00256852-01,10151,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Na+]
10147,10152,NCGC00258664-01,PDEFQWNXOUGDJR-UHFFFAOYSA-M,NCGC00258664-01,10152,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(Cl)(Cl)C(=O)[O-].[Na+]
10148,10153,NCGC00255667-01,GJQXYSKWRDJNAJ-UHFFFAOYSA-M,NCGC00255667-01,10153,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(S(=O)(=O)[O-])c(C)c1.[Na+]
10149,10154,NCGC00255749-01,KVCGISUBCHHTDD-UHFFFAOYSA-M,NCGC00255749-01,10154,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+]
10150,10155,NCGC00255900-01,VHAXKEBRMSFJMC-UHFFFAOYSA-M,NCGC00255900-01,10155,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccccc1S(=O)(=O)[O-].[Na+]
10151,10156,NCGC00258416-01,RGHFKWPGWBFQLN-UHFFFAOYSA-M,NCGC00258416-01,10156,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC1(CC)C(=O)N=C([O-])NC1=O.[Na+]
10152,10157,NCGC00255551-01,SAQSTQBVENFSKT-UHFFFAOYSA-M,NCGC00255551-01,10157,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(Cl)(Cl)Cl.[Na+]
10153,10158,NCGC00255419-01,LUPNKHXLFSSUGS-UHFFFAOYSA-M,NCGC00255419-01,10158,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(Cl)Cl.[Na+]
10154,10159,NCGC00183270-01,RVULBHWZFCBODE-UHFFFAOYSA-M,NCGC00183270-01,10159,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+]
10155,10160,NCGC00257133-01,MSFGZHUJTJBYFA-UHFFFAOYSA-M,NCGC00257133-01,10160,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
10156,10161,NCGC00255125-01,FUHMZYWBSHTEDZ-UHFFFAOYSA-M,NCGC00255125-01,10161,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+]
10157,10162,NCGC00257490-01,UOUXAYAIONPXDH-UHFFFAOYSA-M,NCGC00257490-01,10162,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1nn(C(=O)[N-]S(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C.[Na+]
10158,10163,NCGC00257350-01,KGJZTOFHXCFQIV-UHFFFAOYSA-N,NCGC00257350-01,10163,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F[B-](F)(F)F.[Na+]
10159,10164,NCGC00258074-01,KGJZTOFHXCFQIV-UHFFFAOYSA-N,NCGC00258074-01,10164,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F[B-](F)(F)F.[Na+]
10160,10165,NCGC00260357-01,IXBPPZBJIFNGJJ-UHFFFAOYSA-N,NCGC00260357-01,10165,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#C[N-]C#N.[Na+]
10161,10166,NCGC00260123-01,KSVSZLXDULFGDQ-UHFFFAOYSA-M,NCGC00260123-01,10166,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ccc(S(=O)(=O)[O-])cc1.[Na+]
10162,10167,NCGC00259471-01,PYILKOIEIHHYGD-UHFFFAOYSA-M,NCGC00259471-01,10167,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O.O.O=c1nc([O-])n(Cl)c(=O)n1Cl.[Na+]
10163,10168,NCGC00255685-01,NZYOAGBNMCVQIV-UHFFFAOYSA-N,NCGC00255685-01,10168,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(S(=O)(=O)[N-]Cl)cc1.O.O.O.[Na+]
10164,10169,NCGC00254263-01,ILJOYZVVZZFIKA-UHFFFAOYSA-M,NCGC00254263-01,10169,training,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O.O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
10165,10170,NCGC00256201-01,MUADFEZFSKAZLT-UHFFFAOYSA-M,NCGC00256201-01,10170,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1cccc([N+](=O)[O-])c1.[Na+]
10166,10171,NCGC00255706-01,AXKBOWBNOCUNJL-UHFFFAOYSA-M,NCGC00255706-01,10171,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccccc1[O-].[Na+]
10167,10172,NCGC00255327-01,ZEYOIOAKZLALAP-UHFFFAOYSA-M,NCGC00255327-01,10172,training,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+]
10168,10173,NCGC00260541-01,KSAVQLQVUXSOCR-UHFFFAOYSA-M,NCGC00260541-01,10173,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+]
10169,10174,NCGC00257414-01,UELAIMNOXLAYRW-UHFFFAOYSA-M,NCGC00257414-01,10174,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+]
10170,10175,NCGC00258604-01,PACMHGAHAZERQD-UHFFFAOYSA-N,NCGC00258604-01,10175,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CC([O-])C(=O)OCC.[Na+]
10171,10176,NCGC00258269-01,YXTFRJVQOWZDPP-UHFFFAOYSA-M,NCGC00258269-01,10176,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1.[Na+]
10172,10177,NCGC00256755-01,QEKATQBVVAZOAY-UHFFFAOYSA-M,NCGC00256755-01,10177,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+]
10173,10178,NCGC00257129-01,DGSDBJMBHCQYGN-UHFFFAOYSA-M,NCGC00257129-01,10178,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)COS(=O)(=O)[O-].[Na+]
10174,10179,NCGC00256157-01,KFVXGVBBXSOYNO-UHFFFAOYSA-M,NCGC00256157-01,10179,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1.[Na+]
10175,10180,NCGC00255791-01,RDZTWEVXRGYCFV-UHFFFAOYSA-M,NCGC00255791-01,10180,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])CCN1CCN(CCO)CC1.[Na+]
10176,10181,NCGC00260325-01,YXVFQADLFFNVDS-UHFFFAOYSA-N,NCGC00260325-01,10181,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[NH4+].[NH4+]
10177,10182,NCGC00258713-01,ROOXNKNUYICQNP-UHFFFAOYSA-N,NCGC00258713-01,10182,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])OOS(=O)(=O)[O-].[NH4+].[NH4+]
10178,10183,NCGC00256720-01,BVCZEBOGSOYJJT-UHFFFAOYSA-N,NCGC00256720-01,10183,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)[O-].[NH4+]
10179,10184,NCGC00259842-01,HHEFNVCDPLQQTP-UHFFFAOYSA-N,NCGC00259842-01,10184,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[NH4+].[O-][Cl+3]([O-])([O-])[O-]
10180,10185,NCGC00257019-01,HHEFNVCDPLQQTP-UHFFFAOYSA-N,NCGC00257019-01,10185,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[NH4+].[O-][Cl+3]([O-])([O-])[O-]
10181,10186,NCGC00256985-01,GEHMBYLTCISYNY-UHFFFAOYSA-N,NCGC00256985-01,10186,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NS(=O)(=O)[O-].[NH4+]
10182,10187,NCGC00255174-01,SOIFLUNRINLCBN-UHFFFAOYSA-N,NCGC00255174-01,10187,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#C[S-].[NH4+]
10183,10188,NCGC00255278-01,MVGJRISPEUZYAQ-UHFFFAOYSA-N,NCGC00255278-01,10188,training,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(CO)[N+](=O)[O-]
10184,10189,NCGC00255317-01,GZGZVOLBULPDFD-UHFFFAOYSA-N,NCGC00255317-01,10189,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Nc1ccc(NCCO)c([N+](=O)[O-])c1
10185,10190,NCGC00256398-01,XPAZGLFMMUODDK-UHFFFAOYSA-N,NCGC00256398-01,10190,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O=[N+]([O-])c1ccc2[nH]cnc2c1
10186,10191,NCGC00183023-01,NMTBSNPBIGRZBL-UHFFFAOYSA-N,NCGC00183023-01,10191,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
10187,10192,NCGC00257744-01,ANYWGXDASKQYAD-UHFFFAOYSA-N,NCGC00257744-01,10192,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21
10188,10193,NCGC00257882-01,MMVIDXVHQANYAE-UHFFFAOYSA-N,NCGC00257882-01,10193,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1OC(=O)c2cc([N+](=O)[O-])ccc21
10189,10194,NCGC00258062-01,SMHPLBXIVNQFBA-UHFFFAOYSA-N,NCGC00258062-01,10194,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O=[N+]([O-])c1ccc2ncccc2c1
10190,10195,NCGC00258237-01,OQHHSGRZCKGLCY-UHFFFAOYSA-N,NCGC00258237-01,10195,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1cccc2cccnc12
10191,10196,NCGC00259299-01,LQNUZADURLCDLV-UHFFFAOYSA-N,NCGC00259299-01,10196,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])c1ccccc1
10192,10197,NCGC00259838-01,JSZOAYXJRCEYSX-UHFFFAOYSA-N,NCGC00259838-01,10197,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+](=O)[O-]
10193,10198,NCGC00256466-01,JSZOAYXJRCEYSX-UHFFFAOYSA-N,NCGC00256466-01,10198,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+](=O)[O-]
10194,10199,NCGC00257900-01,NALZTFARIYUCBY-UHFFFAOYSA-N,NCGC00257900-01,10199,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[N+](=O)[O-]
10195,10200,NCGC00258376-01,LYGJENNIWJXYER-UHFFFAOYSA-N,NCGC00258376-01,10200,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,C[N+](=O)[O-]
10196,10201,NCGC00258627-01,SSOXZAQUVINQSA-BTJKTKAUSA-N,NCGC00258627-01,10201,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1.O=C([O-])/C=C\C(=O)[O-]
10197,10202,NCGC00260163-01,RDCTYOLAEUHRGG-UHFFFAOYSA-M,NCGC00260163-01,10202,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC
10198,10203,NCGC00260121-01,WGTYBPLFGIVFAS-UHFFFAOYSA-M,NCGC00260121-01,10203,training,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)C.[OH-]
10199,10204,NCGC00257520-01,NDKBVBUGCNGSJJ-UHFFFAOYSA-M,NCGC00257520-01,10204,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)Cc1ccccc1.[OH-]
10200,10205,NCGC00256863-01,KIZQNNOULOCVDM-UHFFFAOYSA-M,NCGC00256863-01,10205,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CCO.[OH-]
10201,10206,NCGC00260147-01,AXZWODMDQAVCJE-UHFFFAOYSA-L,NCGC00260147-01,10206,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Cl-].[Cl-].[SnH2+2]
10202,10207,NCGC00260203-01,LXKJXSIVSWFKQA-UHFFFAOYSA-N,NCGC00260203-01,10207,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Br.CCCN1C=CN(C)C1
10203,10208,NCGC00260181-01,SMYRLQDRZXALMO-UHFFFAOYSA-N,NCGC00260181-01,10208,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Br.CCN1C=CN(C)C1C
10204,10209,NCGC00260343-01,OIWSIWZBQPTDKI-UHFFFAOYSA-N,NCGC00260343-01,10209,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Br.CCCCN1C=CN(C)C1
10205,10210,NCGC00255166-01,WTGQALLALWYDJH-MOUKNHLCSA-N,NCGC00255166-01,10210,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
